,Unnamed: 0,Clean_Headlines
326,326," ""20 Arab nations and 23 other UN members formally ask UN Gen Assembly to consider question of Palestine as separate item on agenda, rather than as part of over-all Mideast problem, request to Sec Gen Waldheim; some Communist nations are among 23, but not USSR or China; Israeli repr calls move setback for Mideast peace, statement; Israeli Amb Yosef Tekoah says request was initiated by Palestine Liberation Orgn at Arab League meeting earlier this mo; holds Arab states, by today's move, identify selves with terrorism; Lebanese Amb Edouard Ghorra, acting chmn of Arab UN delegations group, notes Assembly has considered Palestine question since '47 and recognized Palestinians' right of self-determination in '70, news conf; predicts move will gain support of many other nations; Arab delegations draft resolution as basis for Palestine debate; are expected to seek recognition for Palestinians' right to create own state; Assembly members are expected to approve Palestine debate (M)"", 'web_url'"
327,327," 'US spokesman at UN says special security measures are being discussed for appearance of PLO reprs for Palestine debate; declines to comment on expected appearance of Yasir Arafat, PLO head; Arab sources rept he will come to NYC; travel of delegation to be restricted (M)', 'web_url'"
328,328," 'ed, The UN in Palestine', 'web_url'"
329,329," 'Reports last week indicated that some step toward meeting the troublesome Palestine issue was in prospect. From London it was reported that President Truman had pledged United States cooperation in an ""instrument of policy"" on Palestine. What form that instrument might take--whether ...  ', 'web_url'"
330,330," 'J C Rose to succeed E E Palmer as US deputy repr', 'web_url'"
331,331," 'Dr. George Habash, founder of the Popular Front for the Liberation of Palestine, a hard-line Marxist group that shocked the world with a campaign of airline hijackings and bombings in the late 1960s and early 1970s, died Saturday of a heart attack in Amman. Although accounts varied, he was believed to be 82.', 'web_url'"
332,332," 'The task of the Palestinian is to audition for empathy and compassion. To prove that we deserve it.', 'web_url'"
333,333," ""reply to E Neumann Mar 31 lr; his incomplete citation of Anglo-Amer Com of Inquiry rept, '46, noted"", 'web_url'"
334,334," 'Arabian Sheik Youssine asserts League is firm on independence for Palestine', 'web_url'"
335,335," ""In NYC as delegate to Pioneer Women's Organization; repts on women's aid to Palestine resistance movement; por"", 'web_url'"
336,336," 'With a failed peace process and his administration acting as Israel’s enforcer, Mahmoud Abbas has lost legitimacy.', 'web_url'"
337,337," 'The Jewish National Assembly is the unofficial parliament -- the ""shadow legislature"" -- of the Jews of Palestine. It is elected by the Jewish community, derives support from the British mandate government (which has contributed $2,000,000 to the Assembly\'s current budget) and from local Jewish community councils (which have contributed 53,000,000).  ', 'web_url'"
338,338," 'House debates issue', 'web_url'"
339,339," 'The conference on Palestine to which the British Government originally attached such high hope held its first session yesterday in circumstances which are certainly not auspicious for a present settlement of this long troubled question. There has been a new outbreak of terror in Palestine itself.  ', 'web_url'"
340,340," 'ed on issues before UN', 'web_url'"
341,341," 'ed, The Partition of Palestine', 'web_url'"
342,342," ""Palestine Central Council on Mar 20 unanimously approves offer of Syrian Pres Assad to set up unified pol and mil commands with PLO; announcement is made by council pres Khaled al-Fahoum after meeting; 39-member council serves as link between PLO's exec com and Natl Council, Palestinian parliament in exile; Fahoum says Central Council also recommends that PLO exec com set up group under PLO leader Yasir Arafat for meeting with Syrian side to help carry out Assad's proposal; Assad said that, if accepted, his plan would mean Syria and Palestinians will go to Geneva peace conf together or not at all (S)"", 'web_url'"
343,343," 'In the last analysis there is one test which alone can determine the soundness or the lack of soundness in the recommendations made by the report of the Joint Anglo-American Commission on Palestine. This is the test of experience.  ', 'web_url'"
344,344," 'The task of the power responsible for the execution of the mandate over Palestine is a particularly difficult one. * * * Up to the present, the execution of the mandate has certainly not given satisfaction either to the impatient advocates of a Jewish national home or to the Arab extremists.  ', 'web_url'"
345,345," '', 'web_url'"
346,346," 'The terroristic acts which are now upsetting Palestine are a continuation and expansion of something which has been going on since 1939. A Jewish direct-action minority is unquestionably to blame.  ', 'web_url'"
347,347," 'PHILADEPHIA, Dec. 26 (AP)--Alexander Wilf, a longtime supporter of Israel and former national executive director of the American League for a Free Palestine, died Sunday. He was 76 years old.  ', 'web_url'"
348,348," ""Israeli UN repr Chaim Herzog accuses UN of having no time for 'tragedy' of Lebanon, where he says entire Christian community is endangered (S)"", 'web_url'"
349,349," 'Controversy has grown at the college, where nearly a fifth of the undergraduate population is Jewish, over the event organized by a student group, Students for Justice in Palestine.', 'web_url'"
350,350," 'Congregants of B’nai Jeshurun in Manhattan were divided — some appalled, some enthusiastic — after rabbis sent an e-mail supporting the United Nations’ vote to upgrade Palestine.', 'web_url'"
351,351, 'FRANCE
352,352," 'CAIRO, Sept. 15 -- The semiofficial Egyptian newspaper Al Ahram urged Palestinian organizations today to call on Arab states to welcome any Arab Jews who want to return from Israel to their former homes in Arab lands.  ', 'web_url'"
353,353," 'ed on Attlee statement and US reaction', 'web_url'"
354,354," 'Hammarskjold appts Col Leary acting C/S', 'web_url'"
355,355," '', 'web_url'"
356,356," 'Arab League to tighten trade embargo against Israel; weighs reviving Arab Palestine as separate entity', 'web_url'"
357,357," ""Eagles of the Palestine Revolution repudiates on Oct 5 as 'fabrication' statement attributed to it threatening reprisals against USSR for allowing Soviet Jews to emigrate to Israel; disavowal, published in Al Moharrer and Al Sharq, Lebanese newspapers, comes after Palestinian press agency Wafa condemned attack on USSR over Jewish emigration; Soviet Amb to Lebanon reptdly had demanded an explanation from guerrilla leaders who had been receiving Soviet support; orgn indicates that they are part of 1 of established Palestinian guerrilla forces; Palestinian sources had reptd that Eagles was made up of former members of Al Fatah, but recent speculation notes that group might be associated with As Saiqa, Syrian-backed guerrilla group"", 'web_url'"
358,358," 'The Governments of Israel and Egypt signed formally at Rhodes yesterday a permanent armistice agreement amounting to a non-aggression pact. This puts an end to the war between them and clears the path to permanent peace in the Holy Land and the whole Middle East. The State of  ', 'web_url'"
359,359," '7 new dirs elected', 'web_url'"
360,360," '7 new dirs elected', 'web_url'"
361,361," 'Rudolph W Patzert, captain of 1904 gunboat that carried more than 1,380 Jewish refugees from Europe to Palestine as part of secret rescue operation after World War II, dies at age 88; photo (M)', 'web_url'"
362,362," ""Soviet Foreign Min Andrei A Gromyko, speaking on behalf of Soviet leadership on eve of celebration of '17 Revolution, repts that Soviet farmers produced 2d best grain harvest in history and have sold record crop of 8-million tons of cotton to Govt (S)"", 'web_url'"
363,363," ""UN Conciliation Comm repts it drops project to document refugees' property rights to spur talks because of host Arab nations lack of response, UN Assembly"", 'web_url'"
364,364," '', 'web_url'"
365,365," 'GENEVA, Dec. 19 -- Two men describing themsleves as Palestinian commandos held a Portuguese Jewish banker and his family captive in his residence overnight and escaped today in his car with $260,000 in Swiss and United States banknotes, according to the police.  ', 'web_url'"
366,366," 'The chief executive told Congress that the company is paying for temporary housing in hotels and plans to set up a medical fund and a property value assurance program.', 'web_url'"
367,367," 'The Japan Development Bank has registered with the Securities and Exchange Commission $15,000,000 of fifteen-year 6 per cent external loan bonds bearing the unconditional guarantee of the Japanese Government on principal and interest.  ', 'web_url'"
368,368," 'Events in Palestine have entered into a new phase as a result of the move by the Government of Trans-Jordan to unite that kingdom with Arab Palestine and to proclaim King Abdullah ""King of Trans-Jordan and Palestine."" The details of such a union are still to be revealed, including such matters as borders.  ', 'web_url'"
369,369," ""  ISSA ABUAITAH and his 200 employees at the Jordan Plastics Company make mattresses, housewares and industrial containers in this village, a 10-minute drive from Jerusalem. The factory, wedged between stone houses, is no high-tech wonder"
370,370," 'Palestine Peace Not Apartheid. By Jimmy Carter.264 pp. Simon and Schuster. $27.', 'web_url'"
371,371," '34 Arab refugees complete training as nurses, Jerusalem', 'web_url'"
372,372," ""Palestine, Charlemagne"
373,373," 'ed', 'web_url'"
374,374," 'Jordan seeks to bar tribesmen from crossing Israeli border to set up ambushes; Armistice Comm studies 2 truck incidents', 'web_url'"
375,375," 'Italy gives $20,000 to UN Agency', 'web_url'"
376,376," 'TEL AVIV, Israel, Dec. 19 -- One of the leaders of the Syrian military coup, Col. Adib al Shishikli, has been identified by Israeli sources as a commander of the Arab irregular forces that fought in northern Palestine in 1948. He is said to be friendly with the Moslem Brotherhood, a fanatical Islamic movement.  ', 'web_url'"
377,377," '', 'web_url'"
378,378," 'Illus in conf with Sec Acheson', 'web_url'"
379,379," 'Two runners stood quietly at attention in the Olympic Village today as the national anthem of Palestine was played and the Palestinian flag was raised for  the first time at an Olympiad. \n\n     The two runners, Majed Abu Marahil and Jhab Salama, make up the entire Palestinian athletic delegation to the Olympics.', 'web_url'"
380,380," 'Lausanne conf adjourned; conf, NYC, set', 'web_url'"
381,381," 'LAKE SUCCESS, N.Y., April 5 -Following is a digest of the United States proposals for a temporary trusteeship agreement on Palestine"
382,382," 'Reprs to tour Israel', 'web_url'"
383,383," ""Min Plimpton(US) urges UN Assembly deal primarily with refugees' future"", 'web_url'"
384,384," ""article notes Palestine was area under Brit mandate before formation of Israel and is no longer pol entity; notes Israel has occupied all of area since '67 war"", 'web_url'"
385,385," 'Mr. Harel renamed the rickety ship he commanded Exodus 1947 and sailed it to legend as a symbol of the righteousness of the mission by Jews to settle Palestine in the face of British opposition.', 'web_url'"
386,386," 'Dr Niebuhr comments on discussion of communism; Dr C Hoffman on planned discussion of Palestine', 'web_url'"
387,387," '', 'web_url'"
388,388," 'N Kirina lr scores May 22 ed', 'web_url'"
389,389," ""Lloyd's & Co triples ins rates on shipments to Palestine"", 'web_url'"
390,390," 'Arab student replies to Oct 8 lr on mission of students in US', 'web_url'"
391,391," 'On Nov. 29, 1947, the United Nations General Assembly passed a resolution calling for Palestine to be partitioned between Arabs and Jews, allowing for the formation of the Jewish state of Israel.', 'web_url'"
392,392," 'Luncheon; $128,000 pledged', 'web_url'"
393,393," 'J el Husseini in Amman', 'web_url'"
394,394," '500,000 lbs shipped to Lebanon and S Palestine for ICEF', 'web_url'"
395,395," '', 'web_url'"
396,396," 'What happens when liberalism and Zionism can no longer be reconciled?', 'web_url'"
397,397," 'Por', 'web_url'"
398,398," '', 'web_url'"
399,399," 'Arrives, US; to conf with Brit reprs on Palestine', 'web_url'"
0,0," '', 'web_url'"
1,1," 'amended US resolution text', 'web_url'"
2,2," 'BEIRUT, Lebanon, Oct. 15 -The offices of the Palestine Liberation Organization were struck by rockets today and heavily damaged.  ', 'web_url'"
3,3," '1 US officer killed, 2 hurt when jeep overturns near Jerusalem', 'web_url'"
4,4," 'MARAJ, Lebanon — For 25 years, Ali al-Jarrah managed to live on both sides of the bitterest divide running through this region. To friends and neighbors, he was an earnest supporter of the Palestinian cause, an affable, white-haired family man who worked as an administrator at a nearby school.', 'web_url'"
5,5," 'ed on arms situation', 'web_url'"
6,6," 'Ch World Service sends aid to refugees', 'web_url'"
7,7," ""Palestine Liberation Orgn NYC offices wrecked by bomb blast; prior to explosion, UPI recd telephone message; 'Hijack blackmail freed 7 terrorists, Never again,' apparent reference to 7 guerrillas freed by GB, W Ger and Switzerland; Jewish Defense League use of slogan 'never again' noted; suspect sought"", 'web_url'"
8,8," 'IN NORTHERN PALESTINE, March 7 (AP) -- The veteran Arab warrior Fawzi el-Kawukji inspected his armed forces today and declared"
9,9," 'Natl wartime conf planned, NYC', 'web_url'"
10,10," ""Israel Eldad, a leader of the Jewish underground before Israel became a nation and for 50 years one of the most influential figures of the Israeli right wing, died today, his family said. He was 86.         Mr. Eldad, born in Ukraine, immigrated to Palestine when it was under the British Mandate in 1941 and, along with Yitzhak Shamir, who later became Israeli's Prime Minister, was a leader of Lehi, also known as the Stern Gang, the most militant of the Jewish underground groups fighting for independence.   "", 'web_url'"
11,11," 'concert, I Solomon conducting, Tel Aviv', 'web_url'"
12,12," '', 'web_url'"
13,13," 'UNITED NATIONS, N. Y., Sept. 7 -- Following is the text of a resolution to be introduced to the Security Council by Britain, France and the United States on the Palestine situation"
14,14," 'UN Gen Assembly, 47-22, adopts resolution asserting that Palestinian people have inalienable rights of self-determination; 50 nations including GB and France abstain; US opposes resolution; USSR, other Communist countries and Arab nations vote in favor of resolution; US and Israeli objections delivered by R H Gimer and Tekoah outlined; resolution was sponsored by Afghanistan, Guinea, Malaysia, Mauritania, Pakistan and Somalia', 'web_url'"
15,15," 'to build new med school with Hadassah aid; Dr E Davis outlines plans', 'web_url'"
16,16," '1,100 repatriates to leave Palestine', 'web_url'"
17,17," 's on authority for partition, com', 'web_url'"
18,18," 'Leaves for Palestine', 'web_url'"
19,19," 'UN comm to continue work until Assembly orders halt', 'web_url'"
20,20," 'UN comm to continue work until Assembly orders halt', 'web_url'"
21,21," 'E Nathan elected exec vp', 'web_url'"
22,22," 'Fed Orgns on Amer-Arab Relations calls for meetings between Amer Zionists and Arab sympathizers to forward peace efforts; Mehdi says call for dem, pluralistic state in Palestine referred to all of former Brit mandate, not just Jordan west bank', 'web_url'"
23,23," 'Despite minor skirmishes in the Negeb, peace continues to make progress in Palestine. Having signed a permanent armistice with Egypt, Israel has now also signed a ""complete and enduring"" cease-fire agreement with Transjordan as a preliminary to a similar armistice with that state.', 'web_url'"
24,24," '', 'web_url'"
25,25," 'Your article, ""Israel Turns Over Russian Property,"" which appeared in your paper under date of Nov. 26, needs clarification.  ', 'web_url'"
26,26," 'NEW YORK — The capture of an Israeli soldier in a raid by Palestinian militants from Gaza has diverted attention from a less dramatic but, in the long run, more consequential leadership struggle within the Palestinian Authority.', 'web_url'"
27,27," 'Mayor Bill de Blasio said the New York City councilman, Kalman Yeger, should lose his committee seat if he does not apologize.', 'web_url'"
28,28," ""Amer orgns favoring creation of ind state of Palestine in Jordan west bank, area now occupied by Israel, meet as Fed Orgns on Amer-Arab Relations, NYC, to plan pol strategy for 10-yr campaign; orgn exec sec Dr M T Mehdi says it seeks to counterbalance pressures of Zionists and work for peace; pres Dr W A Small says orgn's basic belief is that Holy Land belongs to all faiths and should not be exclusive property of one; sees indication that Nixon Adm adopts more even-handed position, holds Rogers statement did not provide for state of Palestine or for Palestinians"", 'web_url'"
29,29," 'KLM to resume service to Palestine', 'web_url'"
30,30," 'Mufti arrives in Gaza, ending 11-yr exile', 'web_url'"
31,31," 'Belgium becomes 9th advisory comm member; repr is Min Seynaeve', 'web_url'"
32,32," ""  Israel warned today that Cairo's unwillingness to reopen the stalled negotiations on Palestinian autonomy was a breach of the accords reached at Camp David and might release the Israelis from fulfilling some of their commitments under the pacts."", 'web_url'"
33,33," '', 'web_url'"
34,34," 'The representatives of the Jewish Agency and the Arab Higher Committee have agreed to recommend a truce for the Walled City of Jerusalem to their respective communities in Palestine. This is the first agreement between the disputants and as such the first faint glimmer of light in a dark picture of irreconcilable conflict.', 'web_url'"
35,35," 'election; Dr I Goldstein re-elected natl chmn', 'web_url'"
36,36," ""BERNARD BLOOMFIELD flew from Canada to Israel  lest spring to plant the first seedlings of a forest in his Zionist father's memory. This book is essentially the record of that Pilgrimage.  "", 'web_url'"
37,37," 'Truman statement text', 'web_url'"
38,38," 'The statement of the American position on Palestine, made by Dr. Jessup before a committee of the General Assembly of the United Nations, is only a preliminary exposition, and is, as Dr. Jessup emphasized, subject to modifications in a final statement to be made after a study of the proposals of other nations.', 'web_url'"
39,39," '', 'web_url'"
40,40," 'Security Council still deadlocked on scope of debate', 'web_url'"
41,41," 'Season revd', 'web_url'"
42,42," 'Rabbi A H Silver arrives', 'web_url'"
43,43," 'Arrives incognito, Palestine', 'web_url'"
44,44," 'Urges Pres Truman to permit recruiting of volunteers for Palestine; asks lifting of US arms embargo', 'web_url'"
45,45," 'instructions to pub on attending sessions', 'web_url'"
46,46," ""US pledges $24.7 million for UN agency '65 operations; conditions sum on purging of ineligibles from relief roles and nondiversion of funds from educ or health services to relief services"", 'web_url'"
47,47," 'Palestinian art exhibit, Museum of Science and Indus, extended', 'web_url'"
48,48," ""A Shukairy repts Palestinian Arabs plan 'direct action' to liberate Palestine"", 'web_url'"
49,49," 'Beder, Joseph', 'web_url'"
50,50," 'Issues Hebrew-Eng collection, Pioneer Songs of Palestine', 'web_url'"
51,51," 'Even if it turns out, as some say, that the murderous vermin who carried out the recent terrorist attacks in Israel are controlled from Damascus, we Israelis must not cease negotiations. On the contrary, negotiations must be accelerated..But in this ca', 'web_url'"
52,52," 'Gives reproduction of Statue of Liberty to H H Lehman on behalf of 40 Jewish leaders leaving for Eur; illus', 'web_url'"
53,53," 'US citizen hurt in fight', 'web_url'"
54,54," 'Dirs elected', 'web_url'"
55,55," ""Austria"
56,56," 'ed on stand', 'web_url'"
57,57," 'THERE must be millions of housewives, mothers and  Junior Leaguers in the United States who know as little today about Israel and the Arab states as Willie Snow Ethridge knew ...  ', 'web_url'"
58,58," 'Amer Cargo War Risk Reinsurance Exch limits coverage', 'web_url'"
59,59," '', 'web_url'"
60,60," ""To present 'People of Palestine'"", 'web_url'"
61,61, 'I have just finished reading THE TIMES\' New Year\'s story on Palestine
62,62," 'Hon plans, s', 'web_url'"
63,63," 'text of Brit statement', 'web_url'"
64,64," '', 'web_url'"
65,65, 'Musical activities discussed
66,66," 'The White House has said that Mr. Biden still plans to visit the site of a toxic derailment in February. But his absence feels like disrespect to many people in East Palestine, Ohio.', 'web_url'"
67,67," 'Fund drive rept; election', 'web_url'"
68,68," 'Gift for Palestine hosp com presented to Comr Weinstein, NYC', 'web_url'"
69,69," 'Windham freed unharmed by captors; Irgun promises Collins release also; his fate still unknown; terrorists say they are freeing 2 men because Gruner was not executed, not because of martial law threat; Brit mil moves continue; Colonial Sec Jones says Govt may evacuate Brit women and children', 'web_url'"
70,70," 'NYC Hungarian Jews plans to found agr settlement for Hungarian Jews held on Cyprus', 'web_url'"
71,71," 'Dr L Findlay apptd Health Div chief', 'web_url'"
72,72," 'Brit garrison gets reinforcements', 'web_url'"
73,73," '', 'web_url'"
74,74," 'Lr scoring E Lewis views on Palestine', 'web_url'"
75,75," 'Sends funds to Palestine', 'web_url'"
76,76," 'Middle East views on difficulties facing UN over Palestine discussed; Arab-Jewish deadlock noted', 'web_url'"
77,77," 'LAKE SUCCESS, May 21 -- Confirming that Count Bernadotte would go to Paris next Tuesday to confer with Secretariat representatives, Secretary General Lie also disclosed that Harold Evans, the Philadelphia Quaker chosen as Special Municipal Commissioner for Jerusalem, would leave for Palestine via Cairo tomorrow afternoon.  ', 'web_url'"
78,78," 'by L J Rosenwald', 'web_url'"
79,79," 'accord on demilitarization seen after Trans-Jordan offers to include all points in artillery range; tension mounts; Arabs and Jews fear surprise attack by Irgun; Bernadotte expected in city', 'web_url'"
80,80," 'Plans special assembly on UN Palestine action', 'web_url'"
81,81," '   Gen. Sir Evelyn Barker, the former commander of British troops in Palestine, died Wednesday. He was 89 years old.   Sir Evelyn, the son of a general, was a veteran of World War I and a corps commander in World War II.', 'web_url'"
82,82," 'lr on attitude of US Jews toward terrorism', 'web_url'"
83,83," 'Benefit', 'web_url'"
84,84," 'Brit soldier disappears; believed kidnapped by terrorists; Brit troops warned to be on guard', 'web_url'"
85,85," 'Donates $15,000 to Red Mogen David for Palestine', 'web_url'"
86,86," '', 'web_url'"
87,87," 'group of Chicago businessmen on way to study conditions among Jews in Palestine', 'web_url'"
88,88," 'Edwards reply', 'web_url'"
89,89," 'partition subcom advocacy of pr electoral method for choosing Govts of 2 new States and of Jerusalem noted', 'web_url'"
90,90," 'Hebrew Univ Hadassah Med School plans chair in hon', 'web_url'"
91,91," '', 'web_url'"
92,92," ""  At the last minute, Britain today called off a meeting with a Palestinian-Jordanian delegation on the situation in the Middle East.   The four-man delegation, which includes two officials of the Palestine Liberation Organization. arrived here under threats from Syrian-supported Palestinian groups that oppose efforts of King Hussein and Yasir Arafat, the P.L.O. chairman, to seek peace talks with Israel.   The British Foreign Secretary, Sir Geoffrey Howe, said the Palestianian members of the joint delegation had refused to sign a statement that was to have been issued after the meeting. As drafted, it supported a peaceful settlement that would recognize the right of Israel to exist. Sir Geoffrey said he was ''very disappointed and surprised.''"", 'web_url'"
93,93," 'On April 16 the United Nations General Assembly met in special session, on the initiative of the United States, to consider a plan for a ""temporary trusteeship"" of Palestine which our Government had announced that it would propose as a substitute for the partition plan, which it had previously favored.', 'web_url'"
94,94," 'H R Labouisse warns failure to solve problem perils Mideast peace, int, Lebanon', 'web_url'"
95,95," 'UN Security Council defers debate', 'web_url'"
96,96," 'When Foreign Secretary Bevin told the House of Commons yesterday that His Majesty\'s Government gave ""whole-hearted and unqualified support"" to the recommendation in the final report of Count Folke Bernadotte, he announced an important advance in British policy on Palestine.', 'web_url'"
97,97," 'R Scott apptd Colonial Sec', 'web_url'"
98,98," '', 'web_url'"
99,99," 'Palestinian leaders have plans to join the International Criminal Court in The Hague, which experts say could prosecute Israel for settlement building in territories that Palestinians claim.', 'web_url'"
100,100," '', 'web_url'"
101,101," 'Sec S Merlin lr on com alleged link to Irgun', 'web_url'"
102,102, 'RADIOPHONES
103,103," ""delegates from Jordan, Syria, Lebanon, Egypt, PLO and Arab League call for more donations to UN Relief and Works Agency to avoid severe cutbacks in food and educ; issue appeal after 8-day conf in Beirut to discuss agency's budget deficit (S)"", 'web_url'"
104,104," 'The newest American plan for a settlement of the Palestine dispute is officially described by our delegation to the United Nations as ""a working paper"" only. It is ""not to be regarded as a formal United States proposal."" Rather, it merely embodies certain ""tentative suggestions which it is hoped will stimulate suggestions from other delegations.""  ', 'web_url'"
105,105," 'Discusses Palestine trade', 'web_url'"
106,106, 'The state of Israel was established nine years ago next month. That state is now at the vortex of a struggle involving the Western world and the Communist bloc. What follows is a chronology of events that led up to the present crisis
107,107," 'Chancellor Dalton notes Brit expenditures on country in past 2 yrs, Commons', 'web_url'"
108,108," ""Syrian Parliament Speaker Hourani hails merger of Egypt and Syria (United Arab Repub) as step toward 'restoration of Palestine,'"", 'web_url'"
109,109," ""Egyptian Amb to UN Ahmed Esmat Abdel Meguid, in address to Com on the Exercise of the Inalienable Rights of the Palestinian People, calls for establishment of 'independent Palestinian entity,' strongly backed by PLO, and reiterates Egypt's requests that Geneva peace conf be reconvened; says Egypt is convinced PLO can make contribution to peace efforts (M)"", 'web_url'"
110,110," 'Anders arrives in Jerusalem to discuss resettlement of Poles in Palestine', 'web_url'"
111,111," 'Palestine Liberation Army patrols keep order in western Beirut as cease-fire continues to hold; illus; Chamoun agrees to truce; Karami meets with Moslem leaders and Khaddam and then withdraws resignation; hints he might expand 6-man Govt to include all major factions; Franjieh thanks him; regular Palestinian troops, believed to have come from southern Lebanon, appear in Beirut for 1st time with array of E Eur arms; show of force has begun to spur backlash among Lebanese Moslems as well as Christians; looting reptdly continues in Damur (L)', 'web_url'"
112,112," 'US intelligence agencies link terrorists from 14 countries with internatl operations of PLO; USAF intelligence officials say largest number of foreign terrorists who cooperated with PLO over last 9 yrs were W Germans (M)', 'web_url'"
113,113," ""Israel charges that US newsmen's use of consular radio, Jerusalem, contravenes censorship"", 'web_url'"
114,114," 'Nixon Adm indicates interest in Palestinian state as part of over-all peace settlement; State Dept does not specifically endorse idea but hints that high-level probe is underway; says US is still trying to encourage talks between govts but acknowledges that Palestinians will have to be partner and their interests and aspirations will have to be considered; says US has no preconceived ideas about form of Palestinian cooperation but notes interest in idea of Palestinian entity; Adm has privately expressed doubts that refugee problem can be solved through repatriation or resettlement and compensation; factors influencing shift in US emphasis from dealing with established Arab govts seen as death of Nasser and failure of Hussein to quash guerrilla movement; US officials cite lack of direct contact with guerrillas and difficulty of determining who represents them as reasons for continuing US emphasis on working with established govts', 'web_url'"
115,115," 'To dedicate new farm for training Jewish Palestine pioneers', 'web_url'"
116,116," 'Lr on ed on Palestine', 'web_url'"
117,117," 'security arrangements planned for visit of PLO reprs to UN for Assembly debate on Palestine; some Jewish Defense League members are ejected from Assembly bldg (S)', 'web_url'"
118,118," '', 'web_url'"
119,119," 'Having succeeded in arranging a truce in the Holy Land which, despite initial difficulties, has been fairly well observed, Count Folke Bernadotte, the United Nations mediator, has now submitted certain proposals for carrying out the second and far harder part of his task, which is ""to promote a peaceful adjustment of the future situation in Palestine.', 'web_url'"
120,120," 'LAKE SUCCESS, N.Y., April 6 -- Following is the text of the letter sent by Moshe Shertok, head of the political department of the Jewish Agency for Palestine, to Karel M. Lisicky, chairman of the United Nations Palestine Commission"
121,121," 'predicts Palestine problem solution in Fall; backs federalized state; stresses need of machinery to settle world refugee problem', 'web_url'"
122,122," 'London repr of Palestine Liberation Orgn Said Hammini calls for peace talks between Israel and orgn in int published in London on Apr 5 in The Jewish Chronicle; calls for Israeli withdrawal from occupied territory in west bank of Jordan River and from Gaza Strip and for establishment of Palestinian state on those territories (S)', 'web_url'"
123,123," 'L Schwefel apptd Amer desk head, Jerusalem', 'web_url'"
124,124," 'gets Atlantic Charter League of Amer plea for United Nations trusteeship of Palestine', 'web_url'"
125,125," 'The statement read by President Truman to his press conference yesterday is a much-needed attempt to explain and to justify an American policy on Palestine which has been as badly bungled, as confused and as inconsistent as any policy well could be.', 'web_url'"
126,126," ""Palestine Revolution, Palestinian guerrilla movement's central publication, says movement is formulating plan to intensify struggle against Israel and close its divided ranks; says main guerrilla group, Al Fatah, has been making contacts with other groups to rally them around new program; split in PLO over negotiations with Israel noted; Palestinian sources say efforts toward reconciliation with 'rejection front' has progressed, noting recent statements by Popular Front sec gen George Habash and article in group's publication Al Hadaf; sources say US veto in Security Council of resolution by nonaligned nations calling for recognition of 'Palestinian natl rights' persuaded PLO that pol activity in Middle East settlement was ineffectual now and that armed struggle remains only course; PLO central com recently decided in Damascus to give priority to helping residents of West Bank in new uprising against Israeli occupation authorities (M)"", 'web_url'"
127,127," 'leaves LaGuardia Field, NYC, by plane for Palestine meeting of World Zionist Action Com', 'web_url'"
128,128," 'Johnson returns to UN; comments', 'web_url'"
129,129," 'lr on position of Anglo-Amer Inquiry Com on immigration', 'web_url'"
130,130," '', 'web_url'"
131,131," '  ""I DON\'T think we\'ve invented something,"" said Hisham Awartani, a researcher at An Najah National University, in the West Bank occupied by Israel, and a member of a group of senior Israeli, Palestinian and Jordanian economists who have just issued a report on the viability of an autonomous Palestinian economy. ""What we concluded was more or less known to all sides."" But Professor Awartani is too modest. The report, produced under the auspices of the Institute for Social and Economic Policy at Harvard University, offers a glimmer of light in the gloom of the stalled peace talks.    The willingness of these politically connected experts to talk turkey about the economics of the unborn state may be a harbinger of diplomatic advances to come. At the very least it suggests that Palestine would be better prepared for economic autonomy than most new nations.', 'web_url'"
132,132," '', 'web_url'"
133,133," 'ATHENS, Georgia — The former U.S. president Jimmy Carter has said that the storm of criticism he has faced for his recent book has not weakened his resolve for fair treatment of Israelis and Palestinians.', 'web_url'"
134,134," ""Cables sum to its sister organization Working Women's Council in Palestine"", 'web_url'"
135,135," 'ed on opposition to GB decision to resume immigration at 1,500 a month', 'web_url'"
136,136," '', 'web_url'"
137,137," 'ill; taken to Hadassah Univ Hosp', 'web_url'"
138,138," 'Pope Paul receives in private audience Gibreel Shukri Deeb, a leader of Palestine Liberation Orgn (S)', 'web_url'"
139,139," 'H A Wallace upholds Jewish resistance, deplores terrorism', 'web_url'"
140,140," '', 'web_url'"
141,141," 'UN Assembly Pol Com, strengthening mild US resolution over US opposition, urges effort to return refugees to homes or to compensate them', 'web_url'"
142,142," 'ed on incident', 'web_url'"
143,143," 'W P N Edwards, Brit Embassy Counselor, Washington, replies to Dec 10 lr on Brit troops raid on coll in Jerusalem; denies incident and censorship on news to outside world, lr', 'web_url'"
144,144," ""Arab guerrilla group Popular Front for the Liberation of Palestine-General Command on Apr 19 warns in Kuwait that any foreign tourists visiting Israel will be classed as enemies, except while at holy places in Jerusalem, Bethlehem and Nazareth; group's guerrillas carried out Apr 11 attack on Israeli town of Qiryat Shemona (S)"", 'web_url'"
145,145," 'discussions continue among US, Israeli, Syrian and Lebanese officials on steps to stabilize situation in southern Lebanon near Israeli border; problem is that Syrians are under official command of Pres Elias Sarkis, who is reluctant to appear to be bowing to Israeli pressure (S)', 'web_url'"
146,146," 'Hadassah sends sum to Youth Aliyah bur of Jewish Agency for Palestine', 'web_url'"
147,147," 'Plans meeting, NYC, to protest delay in admitting 100,000 Eur Jews into Palestine', 'web_url'"
